CrimeLog_ID,Year,Crime_code,PoliceStation_ID,Total
1695,2016,7,9.0,0
1696,2016,11,9.0,0
1697,2016,10,9.0,0
1698,2016,9,9.0,0
1699,2016,8,9.0,0
1700,2016,7,6.0,0
1701,2016,11,6.0,0
1702,2016,11,7.0,0
1703,2016,8,20.0,0
1704,2016,8,8.0,22
1705,2016,11,16.0,0
1706,2016,8,4.0,29
1707,2016,9,4.0,1
1708,2016,10,4.0,3
1709,2016,11,4.0,3
1710,2016,7,4.0,2
1711,2016,8,12.0,24
1712,2016,9,12.0,5
1713,2016,11,24.0,8
1714,2016,7,24.0,0
1715,2016,8,28.0,22
1716,2016,9,28.0,5
1717,2016,11,14.0,9
1718,2016,7,14.0,2
1719,2016,8,26.0,48
1720,2016,9,26.0,8
1721,2016,10,26.0,3
1722,2016,11,26.0,9
1723,2016,7,26.0,12
1724,2016,8,25.0,69
1725,2016,7,3.0,2
1726,2016,11,3.0,7
1727,2016,10,3.0,3
1728,2016,9,3.0,10
1729,2016,11,21.0,8
1730,2016,9,22.0,1
1731,2016,7,21.0,5
1732,2016,9,23.0,1
1733,2016,10,23.0,1
1734,2016,11,23.0,3
1735,2016,7,23.0,2
1736,2016,8,24.0,17
1737,2016,9,24.0,2
1738,2016,9,25.0,4
1739,2016,10,24.0,0
1740,2016,7,12.0,3
1741,2016,11,12.0,4
1742,2016,10,12.0,1
1743,2016,8,2.0,25
1744,2016,9,2.0,0
1745,2016,10,2.0,0
1746,2016,11,2.0,6
1747,2016,7,2.0,2
1748,2016,8,3.0,39
1749,2016,8,23.0,25
1750,2016,10,25.0,1
1751,2016,11,25.0,7
1752,2016,7,25.0,0
1753,2016,10,27.0,0
1754,2016,8,21.0,108
1755,2016,8,14.0,46
1756,2016,11,7.0,5
1757,2016,8,22.0,34
1758,2016,9,7.0,1
1759,2016,7,36.0,1
1760,2016,8,35.0,28
1761,2016,9,35.0,3
1762,2016,9,27.0,3
1763,2016,10,35.0,1
1764,2016,7,35.0,1
1765,2016,8,17.0,64
1766,2016,9,17.0,17
1767,2016,10,17.0,9
1768,2016,11,17.0,17
1769,2016,7,17.0,16
1770,2016,8,16.0,17
1771,2016,9,16.0,3
1772,2016,10,16.0,1
1773,2016,11,35.0,11
1774,2016,7,16.0,3
1775,2016,8,27.0,29
1776,2016,11,15.0,3
1777,2016,8,10.0,47
1778,2016,9,10.0,1
1779,2016,10,10.0,2
1780,2016,11,10.0,2
1781,2016,7,10.0,3
1782,2016,10,14.0,1
1783,2016,7,7.0,0
1784,2016,9,14.0,6
1785,2016,7,27.0,1
1786,2016,7,15.0,1
1787,2016,10,28.0,0
1788,2016,7,28.0,4
1789,2016,8,13.0,47
1790,2016,9,13.0,4
1791,2016,10,13.0,0
1792,2016,11,13.0,10
1793,2016,7,13.0,1
1794,2016,8,15.0,31
1795,2016,9,15.0,3
1796,2016,10,15.0,2
1797,2016,11,28.0,4
1798,2016,10,31.0,4
1799,2016,9,21.0,3
1800,2016,8,31.0,49
1801,2016,9,31.0,4
1802,2016,10,20.0,0
1803,2016,11,20.0,2
1804,2016,10,20.0,3
1805,2016,8,20.0,36
1806,2016,7,18.0,3
1807,2016,11,18.0,9
1808,2016,9,18.0,12
1809,2016,7,20.0,0
1810,2016,11,20.0,0
1811,2016,9,20.0,0
1812,2016,9,20.0,9
1813,2016,10,18.0,6
1814,2016,7,20.0,1
1815,2016,11,32.0,8
1816,2016,7,32.0,2
1817,2016,8,32.0,46
1818,2016,7,33.0,0
1819,2016,10,32.0,2
1820,2016,10,33.0,0
1821,2016,9,33.0,0
1822,2016,9,32.0,9
1823,2016,8,18.0,33
1824,2016,11,33.0,0
1825,2017,6,,5135
1826,2017,16,,185
1827,2017,17,,103
1828,2017,18,,8364
1829,2017,5,,164
1830,2017,15,,8
1831,2017,4,,13239
1832,2017,9,18.0,0
1833,2017,7,32.0,4
1834,2017,1,,2749
1835,2017,14,,420
1836,2017,8,7.0,0
1837,2017,10,7.0,0
1838,2017,3,,172
1839,2017,2,,147
1840,2017,8,18.0,0
1841,2017,9,32.0,4
1842,2017,10,18.0,0
1843,2017,8,20.0,47
1844,2017,10,20.0,2
1845,2017,11,20.0,4
1846,2017,11,32.0,6
1847,2017,10,32.0,0
1848,2017,11,7.0,0
1849,2017,8,32.0,50
1850,2017,11,18.0,0
1851,2017,7,33.0,0
1852,2017,11,33.0,0
1853,2017,10,33.0,0
1854,2017,9,33.0,0
1855,2017,8,33.0,0
1856,2017,7,20.0,1
1857,2017,9,20.0,6
1858,2017,7,7.0,0
1859,2017,8,6.0,0
1860,2017,8,19.0,46
1861,2017,10,6.0,0
1862,2017,10,12.0,3
1863,2017,9,12.0,2
1864,2017,8,12.0,27
1865,2017,7,4.0,0
1866,2017,11,4.0,4
1867,2017,10,4.0,2
1868,2017,11,12.0,1
1869,2017,9,4.0,3
1870,2017,10,21.0,1
1871,2017,7,3.0,1
1872,2017,11,21.0,3
1873,2017,8,23.0,32
1874,2017,11,13.0,7
1875,2017,10,13.0,1
1876,2017,8,4.0,26
1877,2017,7,12.0,1
1878,2017,8,22.0,37
1879,2017,9,22.0,4
1880,2017,11,6.0,0
1881,2017,7,6.0,0
1882,2017,8,9.0,0
1883,2017,9,9.0,0
1884,2017,10,9.0,0
1885,2017,11,9.0,0
1886,2017,9,7.0,0
1887,2017,8,31.0,41
1888,2017,9,18.0,9
1889,2017,10,31.0,2
1890,2017,9,21.0,3
1891,2017,8,21.0,146
1892,2017,7,22.0,3
1893,2017,11,22.0,7
1894,2017,10,22.0,0
1895,2017,9,6.0,0
1896,2017,7,18.0,0
1897,2017,13,21.0,3
1898,2017,9,20.0,0
1899,2017,13,31.0,22
1900,2017,12,30.0,176
1901,2017,13,30.0,19
1902,2017,12,29.0,121
1903,2017,13,29.0,17
1904,2017,12,19.0,134
1905,2017,12,31.0,177
1906,2017,13,19.0,29
1907,2017,13,34.0,38
1908,2017,12,36.0,92
1909,2017,13,36.0,21
1910,2017,12,35.0,59
1911,2017,13,35.0,16
1912,2017,12,17.0,102
1913,2017,12,34.0,158
1914,2017,13,32.0,28
1915,2017,12,32.0,165
1916,2017,13,33.0,0
1917,2017,12,7.0,0
1918,2017,13,7.0,0
1919,2017,12,6.0,0
1920,2017,13,6.0,0
1921,2017,12,9.0,0
1922,2017,13,9.0,0
1923,2017,12,18.0,0
1924,2017,13,18.0,0
1925,2017,12,20.0,0
1926,2017,13,20.0,0
1927,2017,12,18.0,122
1928,2017,13,18.0,7
1929,2017,12,20.0,188
1930,2017,13,20.0,21
1931,2017,12,33.0,0
1932,2017,13,17.0,26
1933,2017,12,16.0,120
1934,2017,13,16.0,18
1935,2017,12,8.0,86
1936,2017,12,12.0,124
1937,2017,13,12.0,39
1938,2017,12,22.0,135
1939,2017,13,22.0,10
1940,2017,12,21.0,30
1941,2017,9,13.0,5
1942,2017,12,23.0,46
1943,2017,13,23.0,16
1944,2017,7,18.0,1
1945,2017,11,18.0,3
1946,2017,10,18.0,1
1947,2017,8,18.0,56
1948,2017,7,20.0,0
1949,2017,11,20.0,0
1950,2017,10,20.0,0
1951,2017,13,4.0,9
1952,2017,8,20.0,0
1953,2017,12,4.0,96
1954,2017,12,3.0,161
1955,2017,13,8.0,12
1956,2017,12,11.0,133
1957,2017,13,11.0,63
1958,2017,12,6.0,96
1959,2017,13,6.0,7
1960,2017,12,9.0,223
1961,2017,13,9.0,14
1962,2017,12,1.0,67
1963,2017,13,1.0,1
1964,2017,12,5.0,191
1965,2017,13,5.0,14
1966,2017,12,7.0,74
1967,2017,13,7.0,9
1968,2017,12,2.0,151
1969,2017,13,2.0,8
1970,2017,13,3.0,23
1971,2017,8,13.0,52
1972,2017,7,9.0,0
1973,2017,11,28.0,2
1974,2017,8,34.0,35
1975,2017,9,34.0,18
1976,2017,10,29.0,1
1977,2017,7,16.0,0
1978,2017,9,36.0,2
1979,2017,9,8.0,2
1980,2017,7,19.0,2
1981,2017,7,26.0,8
1982,2017,9,26.0,5
1983,2017,8,26.0,63
1984,2017,7,14.0,0
1985,2017,11,14.0,5
1986,2017,10,14.0,4
1987,2017,9,14.0,3
1988,2017,11,26.0,6
1989,2017,11,19.0,2
1990,2017,10,19.0,0
1991,2017,9,19.0,0
1992,2017,7,34.0,2
1993,2017,11,34.0,2
1994,2017,10,34.0,1
1995,2017,11,31.0,2
1996,2017,7,31.0,4
1997,2017,8,30.0,39
1998,2017,9,30.0,2
1999,2017,10,30.0,2
2000,2017,11,30.0,4
2001,2017,7,30.0,0
2002,2017,8,29.0,20
2003,2017,11,16.0,6
2004,2017,9,29.0,0
2005,2017,11,29.0,8
2006,2017,7,29.0,1
2007,2017,8,14.0,52
2008,2017,7,27.0,1
2009,2017,11,27.0,7
2010,2017,10,27.0,1
2011,2017,13,28.0,11
2012,2017,12,13.0,78
2013,2017,13,13.0,6
2014,2017,12,15.0,90
2015,2017,13,15.0,10
2016,2017,12,27.0,89
2017,2017,13,27.0,32
2018,2017,12,14.0,79
2019,2017,13,14.0,7
2020,2017,12,26.0,51
2021,2017,13,26.0,11
2022,2017,12,25.0,17
2023,2017,13,25.0,3
2024,2017,12,10.0,67
2025,2017,13,10.0,36
2026,2017,12,28.0,78
2027,2017,8,36.0,18
2028,2017,13,24.0,6
2029,2017,8,10.0,71
2030,2017,9,27.0,4
2031,2017,7,28.0,2
2032,2017,7,15.0,2
2033,2017,8,8.0,30
2034,2017,11,15.0,3
2035,2017,8,25.0,119
2036,2017,9,25.0,6
2037,2017,10,26.0,7
2038,2017,11,25.0,5
2039,2017,10,25.0,0
2040,2017,7,10.0,2
2041,2017,11,10.0,7
2042,2017,10,10.0,3
2043,2017,10,8.0,2
2044,2017,9,10.0,6
2045,2017,7,25.0,4
2046,2017,10,16.0,1
2047,2017,8,27.0,37
2048,2017,8,16.0,23
2049,2017,8,9.0,39
2050,2017,7,6.0,0
2051,2017,11,6.0,2
2052,2017,10,6.0,0
2053,2017,9,6.0,3
2054,2017,8,6.0,27
2055,2017,7,11.0,1
2056,2017,11,11.0,5
2057,2017,10,11.0,0
2058,2017,9,11.0,4
2059,2017,8,11.0,33
2060,2017,7,8.0,0
2061,2017,11,8.0,9
2062,2017,9,31.0,10
2063,2017,7,9.0,3
2064,2017,9,9.0,10
2065,2017,8,1.0,24
2066,2017,10,9.0,2
2067,2017,9,3.0,4
2068,2017,9,16.0,1
2069,2017,10,28.0,0
2070,2017,9,28.0,1
2071,2017,8,28.0,24
2072,2017,7,24.0,0
2073,2017,11,24.0,2
2074,2017,10,24.0,0
2075,2017,9,24.0,0
2076,2017,8,24.0,23
2077,2017,7,23.0,2
2078,2017,11,23.0,3
2079,2017,10,23.0,0
2080,2017,7,21.0,5
2081,2017,11,3.0,4
2082,2017,10,3.0,3
2083,2017,11,9.0,7
2084,2017,9,1.0,2
2085,2017,9,35.0,2
2086,2017,8,3.0,43
2087,2017,10,15.0,1
2088,2017,9,15.0,3
2089,2017,10,36.0,0
2090,2017,11,36.0,2
2091,2017,7,36.0,1
2092,2017,8,35.0,26
2093,2017,10,35.0,0
2094,2017,11,35.0,6
2095,2017,7,35.0,1
2096,2017,8,17.0,68
2097,2017,9,17.0,6
2098,2017,10,17.0,4
2099,2017,11,17.0,14
2100,2017,7,17.0,12
2101,2017,10,1.0,0
2102,2017,9,23.0,1
2103,2017,8,15.0,55
2104,2017,12,24.0,38
2105,2017,11,1.0,2
2106,2017,11,2.0,3
2107,2017,9,7.0,2
2108,2017,7,2.0,2
2109,2017,10,2.0,1
2110,2017,9,2.0,3
2111,2017,8,2.0,21
2112,2017,11,7.0,0
2113,2017,7,13.0,1
2114,2017,7,7.0,1
2115,2017,8,7.0,32
2116,2017,7,5.0,0
2117,2017,11,5.0,2
2118,2017,10,5.0,3
2119,2017,9,5.0,6
2120,2017,8,5.0,61
2121,2017,7,1.0,1
2122,2017,10,7.0,1
2123,2018,12,29.0,197
2124,2018,13,34.0,36
2125,2018,13,29.0,23
2126,2018,12,19.0,166
2127,2018,13,19.0,14
2128,2018,12,34.0,86
2129,2018,12,36.0,122
2130,2018,12,8.0,148
2131,2018,12,35.0,64
2132,2018,13,35.0,7
2133,2018,12,17.0,127
2134,2018,13,17.0,23
2135,2018,12,16.0,117
2136,2018,13,16.0,17
2137,2018,13,8.0,12
2138,2018,13,30.0,16
2139,2018,13,36.0,21
2140,2018,12,30.0,208
2141,2018,13,39.0,0
2142,2018,12,31.0,201
2143,2018,12,37.0,20
2144,2018,13,37.0,0
2145,2018,12,39.0,19
2146,2018,12,11.0,119
2147,2018,12,38.0,36
2148,2018,13,38.0,1
2149,2018,12,40.0,17
2150,2018,13,40.0,0
2151,2018,13,31.0,18
2152,2018,12,41.0,32
2153,2018,12,18.0,127
2154,2018,13,18.0,11
2155,2018,12,20.0,224
2156,2018,13,20.0,20
2157,2018,12,33.0,0
2158,2018,13,33.0,0
2159,2018,12,32.0,236
2160,2018,13,32.0,42
2161,2018,13,41.0,1
2162,2018,13,11.0,41
2163,2018,13,12.0,37
2164,2018,13,6.0,11
2165,2018,12,24.0,97
2166,2018,13,24.0,1
2167,2018,12,28.0,93
2168,2018,13,28.0,3
2169,2018,12,13.0,112
2170,2018,13,13.0,8
2171,2018,12,15.0,103
2172,2018,13,15.0,5
2173,2018,12,27.0,110
2174,2018,13,27.0,22
2175,2018,12,14.0,83
2176,2018,13,14.0,7
2177,2018,13,26.0,12
2178,2018,12,25.0,26
2179,2018,13,25.0,0
2180,2018,12,10.0,75
2181,2018,13,10.0,50
2182,2018,13,23.0,14
2183,2018,12,6.0,81
2184,2018,12,23.0,87
2185,2018,12,21.0,56
2186,2018,12,9.0,208
2187,2018,13,9.0,18
2188,2018,12,1.0,91
2189,2018,13,1.0,4
2190,2018,12,5.0,229
2191,2018,13,5.0,20
2192,2018,12,7.0,79
2193,2018,13,7.0,3
2194,2018,12,2.0,169
2195,2018,13,2.0,8
2196,2018,12,3.0,178
2197,2018,13,3.0,20
2198,2018,12,4.0,84
2199,2018,13,4.0,6
2200,2018,12,12.0,129
2201,2018,12,22.0,184
2202,2018,13,22.0,10
2203,2018,13,21.0,1
2204,2018,12,26.0,67
2205,2018,7,21.0,2
2206,2018,9,22.0,3
2207,2018,11,36.0,1
2208,2018,10,36.0,0
2209,2018,9,36.0,3
2210,2018,8,36.0,32
2211,2018,7,34.0,1
2212,2018,11,34.0,1
2213,2018,10,34.0,0
2214,2018,9,34.0,8
2215,2018,8,34.0,45
2216,2018,10,7.0,0
2217,2018,8,3.0,52
2218,2018,7,7.0,0
2219,2018,8,14.0,44
2220,2018,11,27.0,8
2221,2018,10,27.0,2
2222,2018,9,27.0,0
2223,2018,8,27.0,28
2224,2018,7,15.0,0
2225,2018,11,15.0,8
2226,2018,10,15.0,0
2227,2018,9,15.0,3
2228,2018,8,15.0,45
2229,2018,7,13.0,0
2230,2018,11,13.0,11
2231,2018,10,13.0,2
2232,2018,7,36.0,0
2233,2018,9,13.0,3
2234,2018,11,7.0,4
2235,2018,10,35.0,0
2236,2018,9,19.0,1
2237,2018,7,29.0,1
2238,2018,11,29.0,4
2239,2018,10,29.0,2
2240,2018,9,29.0,3
2241,2018,7,30.0,0
2242,2018,11,30.0,8
2243,2018,10,30.0,0
2244,2018,9,30.0,3
2245,2018,8,30.0,45
2246,2018,7,31.0,3
2247,2018,11,31.0,8
2248,2018,10,31.0,0
2249,2018,9,31.0,4
2250,2018,8,31.0,47
2251,2018,7,32.0,4
2252,2018,11,32.0,7
2253,2018,10,32.0,1
2254,2018,8,19.0,52
2255,2018,10,19.0,1
2256,2018,9,17.0,14
2257,2018,11,19.0,7
2258,2018,8,17.0,68
2259,2018,7,35.0,1
2260,2018,11,35.0,6
2261,2018,9,35.0,0
2262,2018,10,17.0,9
2263,2018,8,13.0,49
2264,2018,11,28.0,5
2265,2018,7,4.0,1
2266,2018,11,4.0,4
2267,2018,10,4.0,3
2268,2018,9,4.0,2
2269,2018,8,4.0,34
2270,2018,7,3.0,4
2271,2018,11,3.0,9
2272,2018,10,3.0,1
2273,2018,9,3.0,1
2274,2018,8,32.0,55
2275,2018,7,2.0,3
2276,2018,11,2.0,5
2277,2018,10,2.0,1
2278,2018,9,2.0,1
2279,2018,11,12.0,3
2280,2018,7,12.0,0
2281,2018,8,22.0,39
2282,2018,8,23.0,30
2283,2018,10,24.0,0
2284,2018,9,24.0,2
2285,2018,8,24.0,31
2286,2018,7,23.0,1
2287,2018,11,23.0,1
2288,2018,10,23.0,1
2289,2018,9,23.0,0
2290,2018,8,12.0,28
2291,2018,7,28.0,1
2292,2018,9,12.0,2
2293,2018,11,24.0,5
2294,2018,10,28.0,0
2295,2018,7,27.0,2
2296,2018,9,14.0,2
2297,2018,8,2.0,23
2298,2018,10,14.0,0
2299,2018,7,10.0,2
2300,2018,11,10.0,12
2301,2018,10,10.0,8
2302,2018,9,10.0,1
2303,2018,8,10.0,74
2304,2018,7,25.0,5
2305,2018,11,25.0,4
2306,2018,10,25.0,3
2307,2018,9,25.0,3
2308,2018,8,25.0,141
2309,2018,7,26.0,10
2310,2018,11,26.0,8
2311,2018,10,26.0,4
2312,2018,9,26.0,3
2313,2018,8,26.0,69
2314,2018,7,14.0,1
2315,2018,11,14.0,5
2316,2018,9,28.0,0
2317,2018,8,28.0,38
2318,2018,7,24.0,3
2319,2018,10,12.0,1
2320,2018,8,35.0,32
2321,2018,7,19.0,1
2322,2018,8,9.0,43
2323,2018,16,,213
2324,2018,5,,223
2325,2018,6,,5400
2326,2018,18,,9193
2327,2018,4,,12034
2328,2018,15,,9
2329,2018,14,,429
2330,2018,11,33.0,0
2331,2018,9,37.0,1
2332,2018,10,37.0,0
2333,2018,11,37.0,0
2334,2018,7,37.0,0
2335,2018,8,39.0,1
2336,2018,9,39.0,0
2337,2018,10,39.0,0
2338,2018,11,39.0,0
2339,2018,7,39.0,0
2340,2018,8,38.0,4
2341,2018,9,38.0,0
2342,2018,11,38.0,2
2343,2018,7,33.0,0
2344,2018,8,29.0,36
2345,2018,9,32.0,12
2346,2018,10,22.0,1
2347,2018,11,22.0,4
2348,2018,3,,124
2349,2018,2,,138
2350,2018,1,,3090
2351,2018,17,,107
2352,2018,8,18.0,43
2353,2018,7,40.0,0
2354,2018,8,41.0,2
2355,2018,9,41.0,0
2356,2018,10,41.0,0
2357,2018,11,41.0,0
2358,2018,7,41.0,0
2359,2018,9,40.0,0
2360,2018,10,40.0,0
2361,2018,11,40.0,0
2362,2018,7,20.0,0
2363,2018,9,33.0,0
2364,2018,7,22.0,3
2365,2018,8,33.0,0
2366,2018,10,20.0,1
2367,2018,9,20.0,7
2368,2018,7,17.0,8
2369,2018,7,18.0,9
2370,2018,11,18.0,5
2371,2018,10,18.0,0
2372,2018,8,40.0,7
2373,2018,9,18.0,2
2374,2018,10,33.0,0
2375,2018,7,38.0,0
2376,2018,8,37.0,1
2377,2018,10,38.0,0
2378,2018,11,20.0,2
2379,2018,8,21.0,173
2380,2018,8,20.0,41
2381,2018,10,21.0,0
2382,2018,8,8.0,20
2383,2018,7,16.0,1
2384,2018,11,16.0,2
2385,2018,10,16.0,0
2386,2018,8,16.0,47
2387,2018,10,6.0,0
2388,2018,8,1.0,36
2389,2018,11,6.0,2
2390,2018,7,6.0,0
2391,2018,9,7.0,1
2392,2018,8,7.0,27
2393,2018,7,5.0,1
2394,2018,10,5.0,1
2395,2018,9,5.0,2
2396,2018,8,5.0,49
2397,2018,7,1.0,0
2398,2018,11,1.0,10
2399,2018,10,1.0,2
2400,2018,9,1.0,1
2401,2018,11,17.0,7
2402,2018,7,9.0,1
2403,2018,11,9.0,12
2404,2018,10,9.0,3
2405,2018,9,9.0,5
2406,2018,9,21.0,1
2407,2018,9,8.0,6
2408,2018,10,8.0,1
2409,2018,11,5.0,8
2410,2018,9,16.0,2
2411,2018,8,11.0,43
2412,2018,9,11.0,9
2413,2018,10,11.0,0
2414,2018,11,11.0,3
2415,2018,7,11.0,2
2416,2018,8,6.0,33
2417,2018,9,6.0,3
2418,2018,7,8.0,0
2419,2018,11,8.0,4
2420,2018,11,21.0,9
2421,2019,12,16.0,105
2422,2019,13,17.0,16
2423,2019,12,17.0,165
2424,2019,12,36.0,176
2425,2019,12,35.0,59
2426,2019,13,36.0,21
2427,2019,13,16.0,8
2428,2019,13,35.0,15
2429,2019,12,8.0,152
2430,2019,12,6.0,0
2431,2019,12,11.0,171
2432,2019,13,11.0,44
2433,2019,13,34.0,18
2434,2019,13,6.0,0
2435,2019,12,9.0,0
2436,2019,13,9.0,0
2437,2019,12,1.0,97
2438,2019,13,1.0,4
2439,2019,12,5.0,204
2440,2019,13,5.0,20
2441,2019,13,8.0,12
2442,2019,12,34.0,92
2443,2019,13,30.0,25
2444,2019,12,19.0,185
2445,2019,12,31.0,205
2446,2019,13,32.0,73
2447,2019,12,32.0,218
2448,2019,13,33.0,0
2449,2019,12,33.0,0
2450,2019,12,7.0,0
2451,2019,13,20.0,0
2452,2019,12,20.0,0
2453,2019,13,18.0,0
2454,2019,12,18.0,0
2455,2019,13,19.0,41
2456,2019,13,41.0,14
2457,2019,13,40.0,66
2458,2019,12,40.0,187
2459,2019,13,38.0,16
2460,2019,12,38.0,291
2461,2019,13,39.0,6
2462,2019,12,39.0,142
2463,2019,13,31.0,41
2464,2019,12,30.0,265
2465,2019,12,29.0,168
2466,2019,13,29.0,21
2467,2019,12,41.0,284
2468,2019,13,7.0,0
2469,2019,13,13.0,6
2470,2019,13,2.0,24
2471,2019,12,25.0,24
2472,2019,13,25.0,6
2473,2019,12,10.0,92
2474,2019,13,10.0,76
2475,2019,7,,55
2476,2019,8,,1605
2477,2019,13,37.0,8
2478,2019,11,,186
2479,2019,18,,12363
2480,2019,15,,11
2481,2019,1,,2533
2482,2019,2,,100
2483,2019,6,,5967
2484,2019,4,,11095
2485,2019,5,,333
2486,2019,14,,373
2487,2019,16,,281
2488,2019,17,,94
2489,2019,9,,85
2490,2019,3,,93
2491,2019,10,,35
2492,2019,13,26.0,20
2493,2019,12,2.0,201
2494,2019,12,26.0,93
2495,2019,12,14.0,100
2496,2019,12,3.0,201
2497,2019,13,3.0,18
2498,2019,12,4.0,112
2499,2019,13,4.0,5
2500,2019,12,12.0,129
2501,2019,13,12.0,47
2502,2019,12,22.0,195
2503,2019,13,22.0,7
2504,2019,12,21.0,46
2505,2019,13,21.0,4
2506,2019,12,23.0,102
2507,2019,13,23.0,13
2508,2019,12,24.0,82
2509,2019,13,24.0,5
2510,2019,12,28.0,99
2511,2019,13,28.0,8
2512,2019,12,13.0,122
2513,2019,12,15.0,155
2514,2019,13,15.0,7
2515,2019,12,27.0,167
2516,2019,13,27.0,25
2517,2019,13,14.0,9
2518,2019,12,37.0,192
